,age,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,employment_type,salary
16198,70,9,0,2,0,1,1,0,40,1,1,1
16199,30,9,1,4,0,1,0,0,40,1,1,1
16200,19,10,1,5,0,0,0,0,15,0,0,1
16201,51,9,0,2,0,1,0,0,40,1,1,1
16202,19,10,1,5,0,1,0,0,30,0,1,1
16203,47,9,0,2,0,1,0,0,40,1,1,1
16204,41,13,0,2,0,1,1,0,55,1,1,0
16205,36,10,0,2,0,1,0,1,40,1,1,0
16206,30,10,0,2,0,1,0,0,40,1,1,0
16207,26,9,0,2,0,1,0,0,45,1,1,1
16208,41,13,1,3,0,1,0,0,20,1,0,1
16209,25,10,0,2,0,1,0,0,45,1,1,1
16210,62,5,0,2,0,1,0,0,40,1,1,1
16211,23,14,1,3,0,1,0,0,40,1,1,1
16213,25,9,1,4,1,1,1,0,40,1,1,1
16214,30,13,1,3,0,0,0,0,45,1,1,1
16215,48,9,1,3,0,1,0,0,40,1,1,1
16216,20,9,1,5,4,1,0,0,40,0,1,1
16217,51,10,0,1,0,0,0,0,15,1,1,0
16218,19,10,1,4,0,1,0,0,10,1,1,1
16219,31,9,1,3,0,1,0,0,40,1,1,1
16220,36,13,0,2,0,1,1,0,50,1,1,0
16222,40,9,1,4,3,1,0,0,40,1,1,1
16223,30,7,1,4,3,1,0,0,40,1,2,1
16224,28,10,1,3,0,1,0,1,40,1,2,1
16225,57,5,0,2,3,1,0,0,40,1,1,0
16226,18,7,1,4,0,1,0,0,15,1,1,1
16227,54,9,0,2,0,1,0,0,40,1,1,0
16228,32,9,0,2,3,1,0,0,40,1,1,1
16229,52,14,1,3,0,1,0,0,40,1,1,1
16230,27,9,1,0,0,0,0,0,40,1,1,1
16232,18,10,1,4,0,1,0,0,20,1,1,1
16233,37,9,1,3,0,1,0,0,35,1,2,1
16234,52,9,0,2,3,1,0,0,40,1,1,0
16235,59,5,1,3,3,1,0,0,50,1,1,1
16236,27,11,1,3,0,1,0,0,40,1,1,1
16237,43,9,0,2,0,1,0,0,40,1,0,1
16238,56,10,0,2,0,1,0,0,40,1,1,0
16239,44,10,0,2,0,1,0,0,72,1,2,1
16240,37,11,1,3,0,1,0,0,45,1,1,1
16241,28,11,1,3,0,1,1,0,50,1,1,0
16242,48,9,1,5,0,0,0,0,25,1,2,1
16243,58,13,0,2,0,1,0,0,50,1,2,1
16244,29,9,0,2,0,1,0,0,45,1,1,1
16245,37,12,0,2,0,1,0,0,40,1,1,1
16246,35,15,0,2,0,1,0,0,50,1,2,0
16247,36,11,1,3,0,1,0,0,38,1,1,1
16248,52,9,0,2,0,1,0,0,48,1,1,1
16249,30,9,1,3,0,1,0,0,40,1,1,1
16250,22,5,1,4,0,1,0,0,40,1,1,1
16251,55,12,0,2,0,1,0,0,60,1,2,1
16252,61,9,0,1,0,0,1,0,38,1,1,0
16253,33,9,1,0,0,1,0,0,30,1,1,1
16254,46,10,0,2,0,1,0,0,50,1,1,1
16255,64,7,1,0,0,0,0,0,16,1,1,1
16256,28,6,1,0,0,1,0,0,40,0,1,1
16257,19,9,1,3,0,0,0,0,42,1,1,1
16258,36,9,1,3,0,1,0,0,40,0,1,1
16259,43,13,0,2,0,1,0,0,40,1,2,0
16261,56,13,0,2,0,1,0,0,42,1,1,0
16262,24,10,1,4,0,1,0,0,40,1,0,1
16263,40,9,0,2,0,1,0,0,60,1,1,1
16264,45,12,0,2,0,1,0,0,50,1,2,0
16265,56,14,1,3,0,0,0,0,40,1,0,1
16267,35,13,1,4,0,0,0,0,40,1,0,1
16268,36,15,0,2,0,1,0,0,60,1,2,0
16269,50,15,0,2,0,1,0,0,50,1,2,0
16270,61,4,1,3,3,0,0,0,21,1,1,1
16271,31,11,1,4,0,1,0,1,60,1,1,1
16272,63,10,0,2,0,1,0,0,40,1,1,1
16273,41,11,0,2,0,1,0,0,40,1,1,1
16274,48,9,0,2,0,1,0,0,40,1,1,1
16275,45,9,1,3,0,0,0,0,35,1,1,1
16276,24,9,0,2,0,1,0,0,40,1,1,1
16277,34,10,1,3,3,1,0,0,40,0,1,0
16278,27,13,1,3,0,0,0,0,40,1,1,1
16279,26,11,1,4,0,1,0,0,48,1,1,1
16280,27,9,1,4,0,1,0,0,40,1,1,1
16281,55,11,0,2,0,1,0,0,40,1,1,1
16282,38,9,0,2,0,1,0,0,40,1,1,0
16283,31,9,0,1,0,0,0,0,40,1,1,0
16284,51,12,0,2,0,1,0,0,40,1,2,0
16285,56,8,0,2,0,1,0,0,40,1,1,0
16286,39,12,0,2,0,1,0,0,40,1,1,1
16287,50,10,0,2,0,1,0,0,40,1,1,0
16288,34,13,0,2,0,1,0,1,40,1,0,1
16289,44,9,1,3,0,1,1,0,50,1,1,1
16290,21,9,1,4,0,1,0,0,40,1,1,1
16291,37,10,0,2,0,1,0,0,70,1,1,1
16293,18,8,1,3,0,0,0,0,30,1,1,1
16295,38,9,0,2,0,1,0,0,65,1,1,0
16296,19,9,1,4,0,1,0,0,12,1,1,1
16297,46,9,0,2,0,1,0,0,40,1,1,1
16298,19,10,1,4,0,0,0,0,25,1,1,1
16299,22,10,1,4,0,0,0,0,20,0,1,1
16300,38,9,0,2,0,1,0,0,50,1,1,1
16301,33,14,1,4,0,0,1,0,50,1,1,0
16302,83,9,1,3,0,1,0,0,8,1,2,1
16303,34,10,0,2,0,1,0,0,40,1,1,0
16304,38,9,0,2,0,1,0,0,40,1,1,1
16305,33,10,1,0,0,0,0,0,40,1,1,1
16306,27,9,0,1,3,0,0,1,40,1,1,0
16307,38,9,0,2,0,1,0,0,60,1,1,1
16308,25,10,1,3,0,1,0,0,25,1,1,1
16309,38,9,0,2,0,1,0,0,40,1,1,1
16310,52,13,0,2,0,1,0,0,48,1,1,0
16311,33,14,1,3,0,1,0,0,50,1,0,1
16312,17,7,1,4,0,0,0,0,20,1,1,1
16313,28,13,1,3,0,0,1,0,60,1,1,1
16314,52,9,1,0,3,0,0,0,40,1,0,1
16315,34,9,1,3,0,1,1,0,40,1,1,1
16316,25,13,1,4,0,0,0,0,15,1,1,1
16317,17,5,1,4,3,1,0,0,26,1,1,1
16318,22,9,1,4,3,1,0,0,80,1,1,1
16319,22,9,1,3,3,1,0,0,40,1,1,1
16320,46,10,0,2,0,1,0,1,40,1,1,0
16321,58,9,1,3,3,0,0,0,40,1,1,1
16322,39,10,1,5,0,0,0,0,35,1,1,1
16323,59,10,1,3,0,0,0,0,40,0,0,1
16324,61,9,0,2,0,1,0,0,40,1,1,1
16325,32,11,0,2,0,1,0,0,45,1,1,1
16326,50,13,0,2,2,1,0,0,40,0,1,0
16327,51,9,0,2,0,1,0,0,40,1,1,1
16329,20,10,1,4,0,1,0,0,40,1,1,1
16330,38,13,0,2,3,1,0,0,40,1,0,1
16331,44,11,0,2,3,1,0,0,40,1,0,0
16332,28,11,1,3,0,1,0,0,50,1,1,1
16333,50,14,0,1,0,0,0,0,40,1,1,1
16334,53,16,1,3,0,1,0,0,50,1,1,1
16335,42,13,0,2,0,1,0,0,45,1,2,1
16336,47,14,0,2,2,1,0,0,45,0,1,1
16337,39,9,0,1,0,0,0,0,40,1,1,0
16338,38,9,1,3,0,1,0,0,60,1,2,1
16339,34,13,1,4,0,1,0,0,50,1,0,1
16340,40,10,0,1,0,0,0,0,40,1,1,1
16341,63,10,1,3,0,0,0,0,20,1,1,1
16342,53,10,0,1,0,0,0,0,40,1,1,0
16343,43,11,1,3,0,1,0,0,48,1,1,1
16344,28,10,1,3,0,1,0,1,60,1,1,1
16345,68,9,1,3,0,0,0,0,10,1,1,0
16347,46,13,0,2,0,1,0,0,38,1,0,1
16348,57,9,1,5,0,0,0,0,40,1,1,1
16349,38,9,1,3,0,0,0,0,35,1,1,1
16350,66,14,0,2,0,1,0,0,40,1,1,1
16351,29,12,1,4,0,0,0,0,40,1,1,1
16352,54,13,0,2,0,1,1,0,50,1,1,0
16353,38,9,1,3,0,1,0,0,40,1,1,1
16354,35,7,1,0,0,0,0,0,8,0,1,1
16355,30,13,1,4,0,0,0,0,37,1,1,1
16356,39,9,1,0,3,0,0,0,40,1,1,1
16357,31,14,1,3,3,1,0,0,40,1,1,1
16358,50,9,0,2,0,1,0,0,50,1,1,1
16359,30,9,0,2,0,1,0,0,60,1,2,1
16360,25,13,1,4,0,0,0,0,40,1,1,1
16361,24,13,1,3,0,0,0,0,40,0,1,1
16362,59,9,1,5,3,0,0,1,40,1,0,1
16363,45,13,0,2,0,1,0,0,15,1,1,1
16364,64,3,1,5,0,0,0,0,20,0,1,1
16365,61,8,0,1,0,0,0,0,40,1,1,1
16366,42,11,1,0,0,0,0,0,40,1,1,1
16367,28,3,0,2,0,1,0,0,40,0,1,1
16368,53,9,1,3,0,1,0,0,40,1,1,1
16369,33,7,1,3,0,1,0,0,7,1,2,1
16370,34,14,0,2,3,1,0,0,40,1,0,1
16371,41,10,0,2,0,1,0,0,48,1,1,1
16372,67,10,0,2,0,1,1,0,24,0,1,0
16373,46,12,1,0,0,0,0,0,27,1,1,1
16374,32,9,0,1,0,0,0,0,40,1,1,1
16375,41,9,0,2,0,1,0,0,40,1,1,1
16376,30,13,0,2,4,1,0,0,40,1,1,1
16377,54,13,1,3,0,1,0,0,50,1,2,1
16378,33,9,1,0,3,1,0,0,40,1,1,1
16380,34,13,1,3,0,0,0,0,40,1,1,1
16383,45,10,1,3,0,0,0,0,48,1,1,1
16384,21,9,1,4,0,1,0,0,40,1,1,1
16385,25,13,0,2,0,1,0,0,40,1,1,1
16386,38,9,0,2,0,1,0,0,41,1,1,1
16387,17,7,1,4,0,0,0,0,15,1,1,1
16388,35,9,1,3,0,0,0,0,30,1,1,1
16389,38,13,0,2,0,1,0,0,40,1,1,1
16390,48,12,0,2,0,1,0,0,56,1,0,0
16391,25,9,1,3,3,1,0,0,40,0,1,1
16392,57,14,1,3,0,1,0,0,40,0,1,1
16393,32,13,1,3,0,0,0,0,50,1,1,0
16394,39,13,1,3,3,1,0,0,30,1,0,1
16395,23,13,1,4,0,0,0,0,35,1,1,1
16396,21,9,1,0,0,1,0,0,45,1,1,1
16397,47,9,1,0,0,0,0,0,48,1,1,1
16398,25,4,1,5,0,0,0,0,40,0,1,1
16400,41,10,1,3,3,1,1,0,40,1,0,1
16401,19,9,1,4,0,0,0,0,15,1,1,1
16402,24,9,1,3,0,1,0,0,42,1,1,1
16403,57,13,0,2,0,1,1,0,50,1,1,0
16405,32,9,0,2,0,1,0,0,40,1,1,1
16406,28,11,0,2,0,1,0,0,45,1,2,1
16407,40,13,0,2,0,1,0,0,75,1,1,0
16408,21,10,1,4,0,1,0,0,20,1,0,1
16409,45,13,0,2,0,1,0,0,40,1,2,0
16411,55,6,0,2,0,1,0,0,50,1,1,1
16412,42,10,0,2,3,1,0,0,40,1,1,1
16413,49,9,0,2,0,1,0,0,38,1,1,1
16414,38,9,0,2,0,1,0,0,40,1,1,1
16415,50,13,1,3,0,1,0,0,40,1,1,1
16416,47,9,0,2,0,1,0,0,48,1,1,0
16418,39,13,0,2,0,1,0,0,40,0,1,0
16419,42,9,0,2,0,1,0,0,30,1,1,1
16420,32,9,1,5,3,0,0,0,50,1,1,1
16421,44,12,1,3,0,0,1,0,40,1,0,1
16422,50,15,0,2,0,1,1,0,80,1,2,0
16423,55,9,1,0,1,0,0,0,45,1,1,1
16424,37,9,1,4,0,1,0,0,40,1,1,1
16425,59,9,1,3,0,0,0,0,40,1,1,1
16426,56,7,0,2,0,1,0,0,40,1,1,1
16427,33,8,1,3,3,1,0,0,32,1,2,1
16428,35,13,0,2,0,1,0,0,40,1,1,0
16429,44,9,1,0,0,1,0,0,40,1,1,1
16430,57,9,0,2,0,1,0,0,40,1,0,0
16431,31,10,1,3,3,0,0,0,40,1,1,1
16432,18,7,1,3,0,0,0,0,15,1,1,1
16433,43,9,0,2,0,1,0,0,70,1,1,1
16434,33,9,0,2,4,1,0,0,40,1,1,1
16435,18,10,1,4,0,1,0,0,25,1,1,1
16436,47,13,1,4,0,1,0,0,40,1,1,1
16437,53,9,1,0,0,0,0,0,40,1,1,1
16438,59,11,1,3,0,1,0,0,35,1,2,0
16440,49,6,0,2,0,1,0,0,40,1,1,1
16441,26,12,1,3,0,1,0,0,40,1,1,1
16442,25,9,1,3,0,1,0,0,60,0,1,1
16443,36,14,1,4,0,0,0,0,30,1,0,1
16444,29,9,1,3,0,0,0,0,45,1,1,1
16445,52,6,1,5,0,0,0,0,25,1,1,1
16446,50,13,0,2,0,1,0,0,50,1,2,1
16447,22,13,1,4,2,0,0,0,40,1,1,1
16448,44,14,1,0,0,0,0,0,40,1,2,1
16449,32,11,0,2,0,1,0,0,40,1,1,0
16450,49,9,1,0,0,0,0,0,38,1,1,1
16451,31,2,0,2,0,1,0,0,45,0,1,1
16452,33,9,0,2,0,1,0,0,40,1,1,1
16453,50,9,0,1,0,0,0,0,15,1,1,1
16455,26,10,1,3,0,0,0,1,40,1,1,1
16457,55,13,0,2,0,1,1,0,40,1,1,0
16458,49,9,1,3,0,0,0,0,20,1,0,1
16459,22,9,0,1,0,0,0,0,40,1,1,1
16460,43,13,0,2,0,1,0,0,38,1,1,0
16461,58,10,0,2,0,1,0,0,42,1,1,1
16462,48,14,0,2,0,1,1,0,40,1,0,0
16463,21,7,1,4,0,1,0,0,50,1,1,1
16464,67,4,1,3,0,0,0,0,20,1,0,1
16465,39,7,0,2,0,1,0,0,40,1,2,1
16466,52,11,1,3,0,0,0,0,40,1,0,1
16467,25,13,1,3,0,1,0,0,40,1,1,1
16468,27,10,1,3,0,1,0,0,60,1,2,0
16469,18,7,1,4,0,0,0,0,20,1,1,1
16470,41,9,0,2,3,1,0,0,40,1,0,0
16471,59,16,1,3,0,1,0,0,50,1,1,1
16472,23,12,1,4,3,1,0,0,44,1,1,1
16473,42,9,1,4,0,0,0,0,15,1,1,1
16474,54,15,0,2,0,1,0,0,30,1,2,0
16475,39,9,1,3,0,1,0,0,60,1,1,1
16476,57,5,0,2,0,1,0,0,40,1,0,1
16477,51,6,1,0,0,0,0,0,25,1,1,1
16478,31,4,0,2,0,1,0,0,40,1,2,1
16479,24,10,1,4,3,0,0,0,45,1,1,1
16480,35,10,1,4,0,1,0,0,40,1,1,1
16481,26,13,1,3,0,0,0,0,40,1,1,1
16482,42,16,0,2,0,1,0,0,45,1,2,0
16483,31,9,0,2,0,1,0,0,45,1,1,1
16484,46,13,0,2,0,1,0,0,40,1,1,0
16485,38,13,0,2,0,1,0,0,37,1,0,1
16486,51,13,0,2,0,1,0,0,40,0,1,1
16487,27,9,0,2,0,1,0,0,40,1,1,1
16489,22,10,0,2,0,1,0,0,48,1,1,0
16491,25,13,1,4,0,1,0,0,40,1,1,1
16492,58,13,0,2,0,1,0,0,70,1,2,0
16493,23,10,1,3,0,1,0,0,45,1,1,1
16494,63,3,1,5,2,0,0,0,19,0,1,1
16495,23,5,1,3,0,1,0,0,40,1,1,1
16496,51,14,0,2,0,1,1,0,50,1,1,0
16497,75,1,1,3,2,0,0,0,48,0,1,1
16498,52,10,1,0,0,0,0,0,50,1,1,1
16499,69,9,0,2,0,1,0,0,10,1,1,1
16501,40,9,1,0,3,0,0,0,40,1,0,1
16502,34,16,0,2,0,1,0,0,50,1,1,0
16503,21,10,1,3,0,0,0,0,8,1,0,1
16504,30,13,1,5,0,0,0,0,40,1,1,1
16505,46,3,0,2,1,1,0,1,40,1,1,1
16506,21,10,1,4,0,0,0,0,16,1,1,1
16507,44,9,0,2,0,1,0,0,40,1,1,1
16508,51,9,0,1,0,0,1,0,40,1,0,1
16509,40,9,1,3,0,0,0,0,32,1,1,1
16510,33,9,0,2,0,1,0,0,37,1,0,1
16511,22,9,0,2,0,1,0,0,60,1,2,1
16512,23,9,0,2,0,1,0,0,30,1,1,1
16513,75,10,1,3,0,1,0,0,30,1,2,1
16514,55,7,1,0,0,0,0,0,40,1,1,1
16516,45,10,1,3,0,1,1,0,56,1,1,0
16517,31,9,1,4,0,1,0,0,24,1,1,1
16518,49,9,0,2,0,1,0,0,40,1,1,0
16519,26,13,1,3,0,0,0,0,40,1,0,1
16520,61,14,0,2,0,1,1,0,50,1,1,1
16521,44,14,0,2,0,1,1,0,50,1,1,1
16522,28,10,1,0,3,0,0,0,40,1,0,1
16524,51,9,1,5,3,0,0,0,30,1,1,1
16525,44,16,0,2,0,1,0,0,60,1,2,1
16526,24,13,1,3,0,1,0,0,40,1,1,1
16527,46,10,0,2,0,1,0,0,40,1,2,0
16528,36,9,1,0,2,0,0,0,20,1,1,1
16529,23,8,1,3,0,0,0,0,38,1,1,1
16530,25,4,0,2,0,1,0,0,40,0,1,1
16531,48,10,0,2,3,1,0,0,8,1,1,1
16532,18,7,1,5,3,0,0,0,24,1,1,1
16533,25,9,1,5,0,1,0,0,40,1,1,1
16534,19,9,1,4,0,1,1,0,45,1,1,1
16536,33,9,1,4,0,1,0,0,35,1,1,1
16537,42,9,1,0,0,0,0,0,40,1,1,1
16538,22,10,1,4,0,0,0,0,40,1,1,1
16539,36,13,0,2,0,1,0,0,40,1,1,0
16540,33,9,1,4,0,1,0,0,40,1,1,1
16541,34,9,0,2,0,1,0,0,70,1,2,1
16542,33,14,0,2,0,1,0,0,45,1,1,1
16543,62,15,0,2,0,1,0,0,15,1,2,0
16544,30,10,1,4,3,0,0,0,40,1,1,1
16545,22,10,1,4,0,0,0,0,40,1,1,1
16546,34,11,1,3,0,1,0,0,40,1,1,1
16547,43,9,1,0,0,0,0,0,60,1,1,1
16548,25,13,1,4,0,1,0,0,40,1,1,1
16549,35,9,1,4,0,0,0,0,40,1,1,1
16550,28,12,1,3,3,0,0,0,40,1,1,1
16551,28,10,1,0,0,0,0,0,45,1,1,1
16552,25,9,1,0,3,0,0,0,25,1,1,1
16553,40,9,0,2,0,1,0,0,40,1,1,0
16554,35,5,0,2,4,1,0,0,40,0,1,1
16555,48,4,1,3,0,1,0,0,50,1,2,1
16556,63,9,0,2,0,1,1,0,20,1,2,1
16557,31,13,0,1,0,0,0,0,40,1,1,0
16558,36,12,0,2,0,1,0,0,45,1,1,1
16559,39,10,0,2,0,1,0,0,40,1,1,1
16560,24,9,1,4,3,0,0,0,40,1,1,1
16561,32,13,1,3,0,1,0,0,35,1,0,1
16562,46,1,0,1,0,0,0,0,40,0,1,1
16563,19,9,1,4,0,1,0,0,35,1,1,1
16564,30,10,1,3,2,1,0,0,40,1,1,1
16565,35,11,1,3,0,1,0,0,40,1,1,1
16567,33,9,0,2,0,1,0,0,55,1,1,1
16568,25,9,1,3,0,1,0,0,40,1,1,1
16569,64,9,0,2,2,1,0,0,35,1,0,0
16570,18,9,1,4,2,0,0,0,20,1,1,1
16571,59,7,0,2,0,1,0,0,40,1,1,1
16572,45,9,1,0,3,0,0,0,40,1,0,1
16573,30,16,1,3,0,0,0,0,15,1,1,1
16574,24,3,1,5,0,0,0,0,40,0,1,1
16575,22,9,1,0,0,0,0,0,35,1,1,1
16576,49,10,0,2,2,1,0,0,56,1,2,0
16577,35,8,0,2,0,1,0,0,40,1,1,1
16578,48,14,1,0,0,0,0,1,40,1,0,1
16579,18,8,1,4,0,0,0,0,20,1,1,1
16580,35,10,0,2,0,1,0,0,40,1,1,1
16581,27,9,1,4,0,1,0,0,40,1,1,1
16582,28,13,1,3,3,1,0,0,60,1,1,1
16584,26,10,1,4,3,0,0,0,50,1,1,1
16585,44,13,0,2,0,1,0,1,40,1,1,0
16586,39,9,1,3,3,1,0,0,40,1,1,1
16587,40,13,1,3,0,1,0,0,40,1,0,1
16588,70,13,0,2,0,1,1,0,35,1,2,0
16589,34,14,1,0,0,0,0,0,50,1,1,1
16590,34,12,1,3,3,1,0,0,40,1,1,1
16591,66,10,0,2,0,1,0,0,50,1,1,1
16592,40,9,1,0,3,1,0,0,40,1,1,1
16593,61,9,0,2,0,1,0,1,40,1,2,0
16594,59,4,0,2,0,1,0,0,40,1,2,1
16596,47,9,0,2,0,1,0,0,40,1,1,0
16597,33,13,0,2,0,1,0,0,60,1,0,0
16598,18,7,1,5,0,1,0,0,20,1,1,1
16599,25,5,1,0,0,1,1,0,40,1,1,1
16600,22,10,1,3,0,1,0,0,20,1,1,1
16601,40,13,0,2,3,1,0,0,40,1,0,0
16603,30,12,1,4,0,0,0,1,40,1,1,1
16604,73,4,0,2,0,1,1,0,99,1,2,0
16605,45,4,0,2,0,1,0,0,10,1,2,1
16606,23,7,1,0,3,1,0,0,35,1,1,1
16607,40,13,0,2,0,1,0,0,45,1,1,0
16608,39,13,0,2,0,1,0,1,40,1,1,0
16609,23,10,0,2,0,1,0,0,40,1,1,1
16610,51,9,1,4,3,1,0,0,40,1,1,1
16611,53,9,0,2,0,1,0,0,45,1,1,1
16612,24,13,1,3,0,1,0,0,35,1,1,1
16613,53,13,1,0,0,1,0,0,40,1,1,1
16614,49,16,0,2,0,1,0,0,60,1,2,1
16615,34,9,0,2,0,1,0,0,40,1,1,1
16616,37,9,0,2,0,1,0,0,47,1,2,1
16617,40,11,0,2,0,1,0,0,40,1,0,1
16618,23,10,1,4,0,0,0,0,6,1,0,1
16619,36,14,1,3,0,1,1,0,50,1,1,0
16620,35,13,1,3,2,0,1,0,40,1,1,1
16621,53,13,1,0,3,0,0,0,50,1,0,0
16622,42,10,1,3,0,1,0,0,65,1,0,0
16623,32,14,0,1,0,0,0,0,40,1,1,1
16624,33,9,1,4,4,0,0,0,65,1,1,1
16625,59,9,1,3,3,1,0,0,60,1,1,1
16626,36,10,0,2,0,1,0,0,44,1,1,1
16627,37,15,0,2,0,1,0,0,40,0,2,0
16628,31,10,1,3,0,1,0,0,45,1,1,1
16629,46,13,0,2,0,1,0,0,40,1,1,1
16630,44,13,1,3,2,0,0,0,38,1,0,1
16631,27,13,0,2,0,1,0,1,60,1,1,0
16632,29,9,1,3,0,1,0,0,40,1,2,1
16633,39,10,0,2,0,1,0,0,40,1,1,1
16634,62,9,0,2,0,1,0,0,65,1,2,1
16636,42,9,1,0,3,0,0,0,25,1,1,1
16637,60,14,0,2,0,1,0,0,48,1,0,0
16638,35,13,1,3,0,0,0,0,40,1,1,1
16639,39,10,1,3,0,1,0,0,40,1,1,1
16640,34,12,0,1,0,0,0,0,36,1,2,1
16641,22,10,1,5,3,1,0,0,22,1,1,1
16643,44,11,0,2,0,1,0,0,40,1,1,0
16644,44,9,1,3,0,0,0,0,40,1,0,1
16645,49,13,1,0,0,0,0,1,40,1,0,1
16646,21,9,1,3,0,1,0,0,50,1,1,1
16648,52,7,1,0,0,1,0,0,40,1,1,1
16649,39,13,0,2,0,1,0,1,40,1,0,0
16650,23,13,1,4,0,1,0,0,40,1,1,1
16651,54,9,0,2,0,1,0,0,49,1,1,1
16652,31,9,1,3,0,0,0,0,25,1,1,1
16653,30,14,1,3,3,0,0,0,20,1,0,1
16654,21,10,1,4,0,1,0,0,40,1,1,1
16655,38,13,0,2,2,1,0,0,40,0,0,0
16656,51,10,0,2,0,1,0,0,40,1,1,0
16657,34,16,0,2,0,1,0,0,50,1,2,0
16658,22,13,1,0,0,0,0,0,30,1,1,1
16660,26,13,1,3,0,1,0,1,55,1,1,1
16661,26,10,1,3,0,0,0,0,35,1,1,1
16662,41,10,0,2,0,1,0,0,40,1,1,0
16663,35,13,0,2,0,1,0,0,40,1,1,0
16664,27,10,1,4,0,1,0,0,40,1,0,1
16665,65,10,0,2,0,1,0,0,40,1,1,1
16666,31,7,0,2,0,1,0,0,65,0,1,1
16667,45,15,0,2,0,1,0,0,35,1,2,0
16668,37,12,0,2,0,1,0,0,50,1,2,0
16669,47,9,0,2,0,1,0,1,45,1,1,0
16670,47,12,0,2,0,1,0,0,50,1,2,0
16671,33,9,0,2,0,1,0,0,40,1,1,1
16672,40,6,0,2,3,1,0,0,40,1,1,1
16673,38,10,0,2,2,1,0,0,40,0,1,0
16674,21,10,1,3,0,1,0,0,40,1,1,1
16675,40,9,0,2,0,1,0,0,40,0,1,1
16676,33,9,1,3,3,1,0,0,55,1,1,1
16677,29,10,1,3,0,1,0,0,52,1,1,1
16678,41,10,1,3,0,1,0,0,35,1,1,1
16680,20,10,1,4,0,1,0,0,54,1,0,1
16681,34,6,0,2,0,1,0,0,40,1,2,1
16682,78,13,0,2,0,1,1,0,45,1,2,0
16683,46,9,0,2,0,1,0,0,40,1,1,0
16684,40,11,0,2,0,1,0,0,40,1,1,0
16685,59,10,0,2,0,1,0,0,40,1,1,0
16686,23,9,1,3,0,1,0,0,40,1,1,1
16687,23,10,1,4,0,1,0,0,24,1,1,1
16688,47,10,0,2,0,1,0,0,30,1,2,1
16689,31,13,0,2,0,1,0,0,38,1,0,0
16690,42,10,0,2,0,1,0,0,56,1,2,0
16691,46,9,1,3,0,0,0,0,40,1,0,1
16692,29,9,1,3,0,1,0,0,44,1,1,1
16693,21,9,0,2,0,1,0,0,40,1,1,1
16694,55,9,0,2,0,1,0,0,40,1,1,0
16695,38,11,1,4,0,0,0,0,40,1,1,1
16696,44,14,0,2,0,1,0,0,40,1,0,1
16697,61,10,1,3,0,1,0,0,50,1,2,0
16698,38,13,1,4,0,1,0,0,40,1,0,1
16699,50,13,0,2,0,1,0,0,45,0,2,0
16700,53,14,0,2,0,1,0,0,40,1,1,0
16701,37,9,0,2,3,1,0,0,36,1,1,0
16702,49,14,0,2,0,1,0,0,45,1,1,0
16703,30,10,0,2,0,1,0,0,40,1,1,0
16704,19,11,1,4,0,0,0,0,40,1,1,1
16705,59,9,1,3,0,1,0,0,20,0,2,1
16706,43,13,0,2,0,1,0,0,40,1,1,1
16707,29,13,0,2,0,1,0,0,60,1,0,1
16708,49,15,0,2,0,1,0,0,45,1,1,1
16709,36,9,1,3,0,1,0,0,50,1,1,1
16710,26,7,1,4,3,1,1,0,32,1,1,1
16711,18,10,1,3,0,0,0,0,20,1,1,1
16712,60,10,1,3,0,0,0,0,15,1,1,1
16713,43,9,1,0,0,0,0,0,40,1,1,1
16714,42,9,1,4,0,0,0,0,40,1,1,1
16715,41,9,1,3,0,1,0,0,50,1,1,1
16716,55,14,0,2,0,1,0,1,40,1,2,0
16717,31,13,1,4,0,0,0,0,40,1,1,1
16718,20,10,1,4,0,1,0,0,40,1,1,1
16719,37,14,0,2,0,1,0,0,40,1,1,0
16720,51,10,0,2,0,1,0,0,55,1,2,1
16721,28,10,0,2,0,1,0,1,55,1,1,0
16722,24,11,1,3,0,0,0,0,40,1,1,1
16723,21,10,1,4,0,0,0,0,30,1,0,1
16724,21,9,1,3,0,1,0,0,50,1,1,1
16726,35,9,1,3,0,0,0,0,45,1,1,1
16727,30,10,0,3,0,1,0,0,40,0,1,1
16728,44,9,0,2,0,1,0,0,30,1,2,1
16729,45,13,0,2,2,1,0,0,40,0,1,0
16730,42,6,0,2,0,1,0,0,40,1,1,1
16732,32,13,1,3,0,0,0,0,40,1,1,1
16733,33,9,1,3,0,1,0,0,40,1,1,1
16734,27,5,0,2,0,1,0,0,32,1,1,1
16735,17,6,1,4,0,0,0,0,15,1,1,1
16736,45,9,1,0,0,0,0,0,40,1,0,1
16737,41,13,0,2,0,1,0,0,40,1,1,1
16738,19,10,1,3,0,0,0,0,35,1,1,1
16739,45,11,1,3,0,0,0,0,8,1,1,1
16740,41,16,0,2,0,1,1,0,70,1,2,0
16741,34,9,0,1,0,0,0,1,35,1,0,1
16742,33,13,1,3,0,1,0,0,60,1,1,0
16744,51,13,1,3,0,0,0,0,60,1,1,1
16745,33,9,1,4,0,1,0,0,20,1,1,1
16746,23,10,1,5,0,0,0,0,18,1,1,1
16747,52,13,1,3,0,1,0,0,30,1,1,0
16749,25,9,1,0,3,0,0,0,40,1,1,1
16751,64,5,1,3,0,1,0,0,45,1,2,1
16752,42,14,0,2,0,1,1,0,40,1,1,0
